employee_id,gender,province,reporting_period_start,reporting_period_end,hours_worked,ordinary_pay,special_salary,overtime_hours,overtime_pay,bonus_pay
EMP0261,Man,BC,2025-01-01,2025-12-31,1957.0,68724.07,0.0,77.0,4056.02,8127.25
EMP0262,Man,BC,2025-01-01,2025-12-31,1854.0,87589.64,0.0,0.0,0.0,0.0
EMP0263,Man,BC,2025-01-01,2025-12-31,1950.0,134760.05,0.0,0.0,0.0,0.0
EMP0264,Man,BC,2025-01-01,2025-12-31,1850.0,57853.12,0.0,0.0,0.0,0.0
EMP0265,Man,BC,2025-01-01,2025-12-31,2054.0,52028.53,0.0,0.0,0.0,0.0
EMP0266,Man,BC,2025-01-01,2025-12-31,1962.0,76638.5,0.0,59.0,3456.94,0.0
EMP0267,Man,BC,2025-01-01,2025-12-31,1165.0,54034.86,0.0,116.0,8070.44,0.0
EMP0268,Man,BC,2025-01-01,2025-12-31,1818.0,42000.0,0.0,0.0,0.0,0.0
EMP0269,Man,BC,2025-01-01,2025-12-31,1971.0,95994.51,0.0,0.0,0.0,0.0
EMP0270,Man,BC,2025-01-01,2025-12-31,1123.0,53654.28,0.0,0.0,0.0,0.0
EMP0271,Man,BC,2025-01-01,2025-12-31,1524.0,34253.11,0.0,77.0,2595.95,4012.75
EMP0272,Man,BC,2025-01-01,2025-12-31,2065.0,111121.06,0.0,0.0,0.0,0.0
EMP0273,Man,BC,2025-01-01,2025-12-31,1993.0,108908.48,0.0,0.0,0.0,5530.35
EMP0274,Man,BC,2025-01-01,2025-12-31,1820.0,63612.55,0.0,50.0,2621.4,0.0
EMP0275,Man,BC,2025-01-01,2025-12-31,1783.0,80279.74,0.0,0.0,0.0,0.0
EMP0276,Man,BC,2025-01-01,2025-12-31,1785.0,109407.96,0.0,0.0,0.0,5849.16
EMP0277,Man,BC,2025-01-01,2025-12-31,1799.0,84529.85,0.0,31.0,2184.9,5829.19
EMP0278,Man,BC,2025-01-01,2025-12-31,1911.0,58697.9,0.0,47.0,2165.46,3448.46
EMP0279,Man,BC,2025-01-01,2025-12-31,1924.0,90247.74,0.0,0.0,0.0,6128.94
EMP0280,Man,BC,2025-01-01,2025-12-31,2066.0,91346.69,0.0,0.0,0.0,0.0
EMP0281,Man,BC,2025-01-01,2025-12-31,1151.0,59785.15,0.0,72.0,5609.73,0.0
EMP0282,Man,BC,2025-01-01,2025-12-31,1879.0,65428.75,0.0,0.0,0.0,0.0
EMP0283,Man,BC,2025-01-01,2025-12-31,1782.0,92624.88,0.0,0.0,0.0,6819.97
EMP0284,Man,BC,2025-01-01,2025-12-31,1503.0,36832.64,0.0,49.0,1801.2,0.0
EMP0285,Man,BC,2025-01-01,2025-12-31,2037.0,100201.39,0.0,0.0,0.0,8825.75
EMP0286,Man,BC,2025-01-01,2025-12-31,1818.0,92808.86,0.0,0.0,0.0,8820.42
EMP0287,Man,BC,2025-01-01,2025-12-31,2059.0,52058.77,0.0,71.0,2692.69,0.0
EMP0288,Man,BC,2025-01-01,2025-12-31,928.0,25032.45,0.0,0.0,0.0,0.0
EMP0289,Man,BC,2025-01-01,2025-12-31,1851.0,92053.49,0.0,0.0,0.0,8242.88
EMP0290,Man,BC,2025-01-01,2025-12-31,1851.0,72283.35,0.0,69.0,4041.78,8493.8
EMP0291,Man,BC,2025-01-01,2025-12-31,1832.0,95602.05,0.0,11.0,861.04,4803.72
EMP0292,Man,BC,2025-01-01,2025-12-31,1892.0,70508.74,0.0,0.0,0.0,0.0
EMP0293,Man,BC,2025-01-01,2025-12-31,2064.0,88630.37,0.0,42.0,2705.29,7722.15
EMP0294,Man,BC,2025-01-01,2025-12-31,1272.0,37971.87,0.0,0.0,0.0,0.0
EMP0295,Man,BC,2025-01-01,2025-12-31,1994.0,67560.15,0.0,0.0,0.0,0.0
EMP0296,Man,BC,2025-01-01,2025-12-31,1808.0,60142.02,0.0,0.0,0.0,0.0
EMP0297,Man,BC,2025-01-01,2025-12-31,1049.0,46108.37,0.0,0.0,0.0,0.0
EMP0298,Man,BC,2025-01-01,2025-12-31,1784.0,104423.08,0.0,0.0,0.0,0.0
EMP0299,Man,BC,2025-01-01,2025-12-31,1899.0,134263.66,0.0,84.0,8908.49,11488.56
EMP0300,Man,BC,2025-01-01,2025-12-31,1858.0,82217.86,0.0,27.0,1792.15,1731.6
EMP0301,Man,BC,2025-01-01,2025-12-31,1949.0,87362.77,0.0,0.0,0.0,0.0
EMP0302,Man,BC,2025-01-01,2025-12-31,1892.0,111821.33,0.0,37.0,3280.17,0.0
EMP0303,Man,BC,2025-01-01,2025-12-31,1983.0,94490.64,0.0,0.0,0.0,0.0
EMP0304,Man,BC,2025-01-01,2025-12-31,1855.0,100085.66,0.0,0.0,0.0,0.0
EMP0305,Man,BC,2025-01-01,2025-12-31,1808.0,93761.43,0.0,0.0,0.0,2024.37
EMP0306,Man,BC,2025-01-01,2025-12-31,2079.0,67237.1,0.0,0.0,0.0,0.0
EMP0307,Man,BC,2025-01-01,2025-12-31,1335.0,64337.47,0.0,120.0,8674.72,5846.18
EMP0308,Man,BC,2025-01-01,2025-12-31,1855.0,85354.79,0.0,40.0,2760.8,9709.34
EMP0309,Man,BC,2025-01-01,2025-12-31,2014.0,60048.41,0.0,0.0,0.0,6854.25
EMP0310,Man,BC,2025-01-01,2025-12-31,1951.0,102892.45,0.0,0.0,0.0,0.0
EMP0311,Man,BC,2025-01-01,2025-12-31,1988.0,42000.0,0.0,0.0,0.0,0.0
EMP0312,Man,BC,2025-01-01,2025-12-31,2033.0,68659.34,0.0,0.0,0.0,4778.74
EMP0313,Man,BC,2025-01-01,2025-12-31,1909.0,50149.4,0.0,24.0,945.72,0.0
EMP0314,Man,BC,2025-01-01,2025-12-31,1809.0,52970.65,0.0,0.0,0.0,0.0
EMP0315,Man,BC,2025-01-01,2025-12-31,2077.0,47428.31,0.0,0.0,0.0,3360.96
EMP0316,Man,BC,2025-01-01,2025-12-31,2023.0,71459.29,0.0,0.0,0.0,0.0
EMP0317,Man,BC,2025-01-01,2025-12-31,1855.0,91419.59,0.0,0.0,0.0,6005.88
EMP0318,Man,BC,2025-01-01,2025-12-31,1825.0,105024.2,0.0,0.0,0.0,5649.86
EMP0319,Man,BC,2025-01-01,2025-12-31,1875.0,102282.53,0.0,0.0,0.0,10104.63
EMP0320,Man,BC,2025-01-01,2025-12-31,1931.0,77157.99,0.0,97.0,5813.82,0.0
EMP0321,Man,BC,2025-01-01,2025-12-31,1913.0,88948.51,0.0,0.0,0.0,1907.27
EMP0322,Man,BC,2025-01-01,2025-12-31,1955.0,42000.0,0.0,0.0,0.0,0.0
EMP0323,Man,BC,2025-01-01,2025-12-31,1428.0,48557.68,0.0,0.0,0.0,0.0
EMP0324,Man,BC,2025-01-01,2025-12-31,1802.0,56665.77,0.0,0.0,0.0,0.0
EMP0325,Man,BC,2025-01-01,2025-12-31,829.0,23110.34,0.0,112.0,4683.4,0.0
EMP0326,Man,BC,2025-01-01,2025-12-31,1132.0,54173.86,0.0,0.0,0.0,0.0
EMP0327,Man,BC,2025-01-01,2025-12-31,1823.0,74760.74,0.0,0.0,0.0,3372.59
EMP0328,Man,BC,2025-01-01,2025-12-31,1153.0,39571.86,0.0,36.0,1853.32,0.0
EMP0329,Man,BC,2025-01-01,2025-12-31,1957.0,92505.46,0.0,95.0,6735.83,1991.32
EMP0330,Man,BC,2025-01-01,2025-12-31,1798.0,65277.59,0.0,75.0,4084.39,0.0
EMP0331,Man,BC,2025-01-01,2025-12-31,1786.0,110351.8,0.0,0.0,0.0,0.0
EMP0332,Man,BC,2025-01-01,2025-12-31,1788.0,108424.88,0.0,0.0,0.0,0.0
EMP0333,Man,BC,2025-01-01,2025-12-31,2022.0,89426.41,0.0,0.0,0.0,10499.45
EMP0334,Man,BC,2025-01-01,2025-12-31,1832.0,98638.28,0.0,0.0,0.0,0.0
EMP0335,Man,BC,2025-01-01,2025-12-31,1864.0,159963.56,0.0,0.0,0.0,0.0
EMP0336,Man,BC,2025-01-01,2025-12-31,2064.0,148500.93,0.0,33.0,3561.43,14195.96
EMP0337,Man,BC,2025-01-01,2025-12-31,1933.0,96454.08,0.0,23.0,1721.5,10990.79
EMP0338,Man,BC,2025-01-01,2025-12-31,1941.0,56331.11,0.0,37.0,1610.7,0.0
EMP0339,Man,BC,2025-01-01,2025-12-31,1845.0,67704.29,0.0,0.0,0.0,6238.85
EMP0340,Man,BC,2025-01-01,2025-12-31,1811.0,82204.54,0.0,0.0,0.0,0.0
EMP0341,Man,BC,2025-01-01,2025-12-31,2063.0,120941.51,0.0,0.0,0.0,0.0
EMP0342,Man,BC,2025-01-01,2025-12-31,2016.0,97334.88,0.0,0.0,0.0,7333.74
EMP0343,Man,BC,2025-01-01,2025-12-31,2031.0,57530.88,0.0,0.0,0.0,0.0
EMP0344,Man,BC,2025-01-01,2025-12-31,1109.0,32526.22,0.0,0.0,0.0,0.0
EMP0345,Man,BC,2025-01-01,2025-12-31,2015.0,98513.33,0.0,47.0,3446.74,6730.08
EMP0346,Man,BC,2025-01-01,2025-12-31,2041.0,56050.28,0.0,0.0,0.0,0.0
EMP0347,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,1895.0,84596.84,0.0,0.0,0.0,0.0
EMP0348,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,1927.0,58045.47,0.0,86.0,3885.76,0.0
EMP0349,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,2077.0,57725.5,0.0,16.0,667.03,2809.78
EMP0350,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,1879.0,65744.34,0.0,0.0,0.0,5742.23
EMP0351,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,1898.0,71836.84,0.0,0.0,0.0,6718.28
EMP0352,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,1842.0,104639.98,0.0,0.0,0.0,10887.37
EMP0353,"Non-binary, Two-Spirit, gender diverse",BC,2025-01-01,2025-12-31,1945.0,77427.61,0.0,0.0,0.0,9100.94
EMP0354,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,1791.0,90662.2,0.0,0.0,0.0,0.0
EMP0355,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,1849.0,100671.65,0.0,0.0,0.0,0.0
EMP0356,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,1041.0,59173.91,0.0,0.0,0.0,4283.32
EMP0357,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,1919.0,44653.68,0.0,0.0,0.0,0.0
EMP0358,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,1327.0,33407.93,0.0,0.0,0.0,0.0
EMP0359,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,2016.0,99160.11,0.0,76.0,5607.27,5770.77
EMP0360,Prefer not to answer / Unknown,BC,2025-01-01,2025-12-31,2059.0,42888.24,0.0,0.0,0.0,0.0
